state_or_ut,state_page_url,listed_center_count,state_page_declared_count,serial_no,kvk_address,host_organization,year_of_sanction_raw,sanction_value,host_category
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,1,"Kirshi Vigyan Kendra, | Maize Breeding Reserch Sub-Station, | Distt. Poonch-","Vice-Chancellor, | S.K.University of Agricultural Sciences and Technology, Jammu-180012",2007 | SAU,2007,SAU
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,2,"Krishi Vigyan Kendra, | Vill. Tanda Dera Baba Bahadur Singh, | The. Reasi, | Distt. Udhampur-","Vice-Chancellor, | S.K.University of Agricultural Sciences and Technology, Jammu-180012",2005 | SAU,2005,SAU
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,3,"Krishi Vigyan Kendra, | Putshee, | Distt. Bandipora-193 502","Vice-Chancellor, | S.K. University of Agril. Sciences & Technology, Jammu-180012",2005 | SAU,2005,SAU
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,4,"Krishi Vigyan Kendra, | Gushee, | Distt. Kupwara-193 222","Vice-Chancellor, | S.K. University of Agril. Sciences & Technology, Jammu-180012",2005 | SAU,2005,SAU
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,5,"Krishi Vigyan Kendra, | Pombay, | Distt. Kulgam","Vice-Chancellor, | S.K. University of Agril. Sciences & Technology, Jammu-180012",2005 | SAU,2005,SAU
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,6,"Krishi Vigyan Kendra, | Regional Research Station, | VPO. Tandwal, | Distt. Rajouri-185 131","Vice-Chancellor, | S.K.University of Agricultural Sciences and Technology, Jammu-180012",2002 | SAU,2002,SAU
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,7,"Krishi Vigyan Kendra, | Gwari, Bhaderwah, | Distt. Doda-182 221","Vice-Chancellor, | S.K.University of Agricultural Sciences and Technology, Jammu-180012",2002 | SAU,2002,SAU
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,8,"Krishi Vigyan Kendra, | Shuhama, P.Box No.1277,GPO, | Distt. Ganderbal -190 001","Vice-Chancellor, | S.K. University of Agril. Sciences & Technology, Jammu-180012",2002 | SAU,2002,SAU
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,9,"Krishi Vigyan Kendra, | Old Airport, P.Box No.91, GPO Srinagar | Distt. Srinagar-191 111","Vice-Chancellor, | S.K. University of Agril. Sciences & Technology, Jammu-180012",2002 | SAU,2002,SAU
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,10,"Krishi Vigyan Kendra, | Kalibari, | Distt. Kathua-184104","Secretary, | Shiv Gramodyog Mandal, Kathua",1993 | SAU,1993,SAU
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,11,"Krishi Vigyan Kendra, | R.S. Pura, | Distt. Jammu-181102","Vice-Chancellor, | S.K.University of Agricultural Sciences and Technology, Jammu-180012",1992 | SAU,1992,SAU
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,12,"Krishi Vigyan Kendra, | Malangpura, | PB. No. 1228,GPO Srinagar | Distt. Pulwama-190 001","Vice-Chancellor, | S.K. University of Agril. Sciences & Technology, Jammu-180012",1983 | SAU,1983,SAU
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,13,"Krishi Vigyan Kendra Vill. Balpora, Shopian Distt","The Vice Chancellor, Sher-e-Kashmir University of Agricultural Science & Technology,Shalimar Campus, Srinagar - 191 121",27/03/2012 SAU,27/03/2012 SAU,27/03/2012 SAU
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,14,"Krishi Vigyan Kendra | Vill.- Kreri & Nowpora, ATehsil- Dooru, Distt. - Anantnag","The Vice Chancellor, | Sher-e-Kashmir University of Agricultural Science & Technology of Kahmir, Srinagar- 202 232",31/03/2012 | SAU,31-03-2012,SAU
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,15,"Krishi Vigyan Kendra | Vill. Hamchipora, | Distt.- Budgam(Jammu & Kashmir)","The Vice Chancellor, | Sher-e-Kashmir University of Agricultural Science & Technology, Shalimar Campus, Srinagar - 191 121 (J&K)",05.06.2013 | SAU,05.06.2013,SAU
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,16,"Krishi Vigyan Kendra, | Vill.-Hardubani, Lalpura, Mangloora under Tangmarg Tehsil, Baramulla District Distt. (Jammu and Kashmir).","Director, | Central Institute of Temperate Horticuslture, | K D Farm, Old Air Field, | Post Office: Rangreth, | Srinagar -190 007 (J&K)",22/11/2013 | ICAR,22-11-2013,ICAR
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,17,"Krishi Vigyan Kendra, | Pulse Research Sub-station, Arazi, | Samba & Advance Centre for Rainfed, | Agriculture,Dhiansar. Samba Distt. Of Jammu & Kashmir.","Vice Chancellor, | Sere-e-Kashmir University of Agricultural Sciences & Technology of Chatha, | Jammu (J&K)-180 009",25/11/2016 | SAU,25-11-2016,SAU
Jammu and Kashmir,https://icar.org.in/en/node/15014,20,0,18,"Krishi Vigyan Kendra, | Dawar,Gurez Tehsil , | Bandipor Distt. Of Jammu & Kashmir.","Vice Chancellor, | Sere-e-Kashmir University of Agricultural Sciences & Technology of Chatha, | Srinagar (J&K)-190025",19/03/2021 | SAU,19-03-2021,SAU
Ladakh (UT),https://icar.org.in/en/node/15015,4,0,1,"Krishi Vigyan Kendra, | SKUAST (K), P.Box No.146, Choglam Road, Housing Colony, | Distt. Leh, (J&K)","Sere-e-Kashmir University of Agricultural | Science & Technology of Kashmir, | Shalimar Campus, Srinagar",1994 | SAU,1994,SAU
Ladakh (UT),https://icar.org.in/en/node/15015,4,0,2,"Krishi Vigyan Kendra, | SKUAST (K), | Distt. Kargil, (J&K)","Sere-e-Kashmir University of Agricultural | Science & Technology of Kashmir, | Shalimar Campus, Srinagar.",2004 | SAU,2004,SAU
Ladakh (UT),https://icar.org.in/en/node/15015,4,0,3,"Krishi Vigyan Kendra, | Nyoma (Changthang), | Distt. Lah, (J&K)","Sere-e-Kashmir University of Agricultural | Science & Technology of Kashmir, | Shalimar Campus, Srinagar.",05.06.2013 | SAU,05.06.2013,SAU
Ladakh (UT),https://icar.org.in/en/node/15015,4,0,4,"Krishi Vigyan Kendra, | Village Padam, Tehsil Zanskar, | Distt. Kargil, (Jammu & Kashmir)","Sere-e-Kashmir University of Agriculture Science & Technology of Kashmir, | Shalimar, Srinagar.",06.07.2017 | SAU,06.07.2017,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,1,"Krishi Vigyan Kendra, | Opp. DIPS School | Nakodar Road, Noor Mahal, | Distt. Jalandhar-144039","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",2006 | SAU,2006,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,2,"KrishiVigyan Kendra, | Khokhar Khurd, | Distt. Mansa","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",2006 | SAU,2006,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,3,"Krishi Vigyan Kendra, | VPO. Budh Singh Wala, | Distt. Moga-142 001","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",2005 | SAU,2005,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,4,"Krishi Vigyan Kendra, | PAU RRS, Haveli Kalan, Ropar | Distt. Roopnagar-140001","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",2004 | SAU,2004,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,5,"Krishi Vigyan Kendra, | Samrala, | Distt. Ludhiana-141 114","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",2004 | SAU,2004,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,6,"Krishi Vigyan Kendra, | Usman, | Dist Amritsar-143 001","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",2004 | SAU,2004,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,7,"Krishi Vigyan Kendra, | Goneana, | Distt. Muktsar-152 026","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",2004 | SAU,2004,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,8,"Krishi Vigyan Kendra, | Shamsher Nagar, Sirhind, | Distt. Fatehgarh Sahib-","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",2004 | SAU,2004,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,9,"Krishi Vigyan Kendra, | PAU Regional Research Station, | Distt. Faridkot-151 203","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",1995 | SAU,1995,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,10,"Krishi Vigyan Kendra, | Kheri, | Distt. Sangrur-148 001","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",1995 | SAU,1995,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,11,"Krishi Vigyan Kendra, | VPO Langroya, | Distt. Nawanshahar-144 516","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",1995 | SAU,1995,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,12,"Krishi Vigyan Kendra, | Dabwali Road, Near Kheti Bhawan, | Distt. Bathinda-151 001","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",1992 | SAU,1992,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,13,"Krishi Vigyan Kendra, | Post Box No.22, | Distt. Patiala-147 001","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",1992 | SAU,1992,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,14,"Krishi Vigyan Kendra, | Mallewal Road, | Distt. Ferozepur-152 001","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",1990 | SAU,1990,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,15,"Krishi Vigyan Kendra, | Vill. Bahowal, PO. Mahilpur, | Distt. Hoshiarpur-146 105","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",1990 | SAU,1990,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,16,"Krishi Vigyan Kendra, | J.J. Farm, Near New Grain Market, | Sultanpur Road, PO. Sheikhupur, | Distt. Kapurthala-144 620","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",1990 | SAU,1990,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,17,"Krishi Vigyan Kendra, | PAU Research Station, | Distt. Gurdaspur-143 521","Vice-Chancellor, | Punjab Agricultural University, | Ludhiana-141 004",1982 | SAU,1982,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,18,"Krishi Vigyan Kendra, | Majra, Sahibzada Ajit Singh Nagar, Mohali","Vice-Chancellor, | Guru Angad Dev Veterinary & Animal Sciences University, Ferozepur Road, Ludhiana-141 004",26.12.2011 | SAU | $,26.12.2011,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,19,"Krishi Vigyan Kendra, | Panchayat Booh, Tarn Taran","Vice-Chancellor, | Guru Angad Dev Veterinary & Animal Sciences University, Ferozepur Road, Ludhiana-141 004",26.12.2011 | SAU | $,26.12.2011,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,20,"Krishi Vigyan Kendra, | Handitya, | Barnala District","Vice Chancellor | Guru Angad Dev Veterinary & Animal Sciences University, Ferozpur Road, Ludhiana-141 004",07.02.2012 | SAU | $,07.02.2012,SAU
Punjab,https://icar.org.in/en/node/15016,22,22,21,"Krishi Vigyan Kendra, | , | District Fazilka, (Punjab)","Director | CIPHET, Abohar, Punjab",20.10.2016 | ICAR | $,20.10.2016,ICAR
Punjab,https://icar.org.in/en/node/15016,22,22,22,"Village Gho, | Shapur Kandi Road, Dist.Pathankot","Vice-Chancellor, | Punjab Agricultural University, Ludhiana-141 004",2016 | SAU | $,2016,SAU
Uttarakhand,https://icar.org.in/en/node/15017,13,13,1,"Krishi Vigyan Kendra, | Distt. Bagheshwar-","Director, | Vivekananda Parvatiya Krishi Anusandhan Sansthan, ICAR, Almora",2007 | ICAR,2007,ICAR
Uttarakhand,https://icar.org.in/en/node/15017,13,13,2,"Krishi Vigyan Kendra, | Jeolikote, | Distt. Nainital-263135","Vice-Chancellor, | G. B. Pant University of Agriculture and Technology, Pantnagar-263 145",2004 | SAU,2004,SAU
Uttarakhand,https://icar.org.in/en/node/15017,13,13,3,"Krishi Vigyan Kendra, | Gwaldam, | Distt. Chamoli-246441","Vice-Chancellor, | G. B. Pant University of Agriculture and Technology, Pantnagar-263 145",2004 | SAU,2004,SAU
Uttarakhand,https://icar.org.in/en/node/15017,13,13,4,"Krishi Vigyan Kendra, | Dhanauri | Distt. Haridwar-249404","Vice-Chancellor, | G. B. Pant University of Agriculture and Technology, Pantnagar-263 145",2004 | SAU,2004,SAU
Uttarakhand,https://icar.org.in/en/node/15017,13,13,5,"Krishi Vigyan Kendra, | Chaubatia, Ranikhet, | Distt. Almora-263651","Vice-Chancellor, | G. B. Pant University of Agriculture and Technology, Pantnagar-263 145",2004 | SAU,2004,SAU
Uttarakhand,https://icar.org.in/en/node/15017,13,13,6,"Krishi Vigyan Kendra, | VCSGCH, Bharsar, Via Chipalghat | Distt. Pauri Garhwal-46123","Vice-Chancellor, | G. B. Pant University of Agriculture and Technology, Pantnagar-263 145",2004 | SAU,2004,SAU
Uttarakhand,https://icar.org.in/en/node/15017,13,13,7,"Krishi Vigyan Kendra, | Jahdhar, Via Guptakashi | Distt. Rudraprayag-246439","Vice-Chancellor, | G. B. Pant University of Agriculture and Technology, Pantnagar-263 145",2004 | SAU,2004,SAU
Uttarakhand,https://icar.org.in/en/node/15017,13,13,8,"Krishi Vigyan Kendra, | Sugarcane Research Centre, Bajpur Road, | Kashipur, | Distt. Udham Singh Nagar-244713","Vice-Chancellor, | G. B. Pant University of Agriculture and Technology, Pantnagar-263 145",2004 | SAU,2004,SAU
Uttarakhand,https://icar.org.in/en/node/15017,13,13,9,"Krishi Vigyan Kendra, | PO. Gaina Ancholi, | Distt. Pithouragarh-262501","Vice-Chancellor, | G. B. Pant University of Agriculture and Technology, Pantnagar-263 145",2004 | SAU,2004,SAU
Uttarakhand,https://icar.org.in/en/node/15017,13,13,10,"Krishi Vigyan Kendra, | Dhakrani, PO. Herbertpur, | Distt. Dehradun248001","Vice-Chancellor, | G. B. Pant University of Agriculture and Technology, Pantnagar-263 145",2004 | SAU,2004,SAU
Uttarakhand,https://icar.org.in/en/node/15017,13,13,11,"Krishi Vigyan Kendra, | Chinyalisaur, | Distt. Uttarkashi-249196","Director, | Vivekananda Parvatiya Krishi Anusandhan Sansthan, ICAR, Almora.",2004 | ICAR,2004,ICAR
Uttarakhand,https://icar.org.in/en/node/15017,13,13,12,"Krishi Vigyan Kendra, | PO. Gulchora,Lohaghat, | Distt. Champawat-262524","Vice-Chancellor, | G. B. Pant University of Agriculture and Technology, Pantnagar-263 145",1994 | SAU,1994,SAU
Uttarakhand,https://icar.org.in/en/node/15017,13,13,13,"Krishi Vigyan Kendra, | GBPUAT Hill Campus, Ranichauri, | Distt. Tehri Garhwal-249199","Vice-Chancellor, | G. B. Pant University of Agriculture and Technology, Pantnagar-263 145",1983 | SAU,1983,SAU
Himachal Pradesh,https://icar.org.in/en/node/15012,13,13,1,"Krishi Vigyan Kendra, | RRS, Kukumseri | Distt. (Lahaul & Spiti)-175 142","Vice-Chancellor, | Ch. Sarwan Kumar Krishi Vishwavidylaya, | Palampur-176 062",2004 | SAU,2004,SAU
Himachal Pradesh,https://icar.org.in/en/node/15012,13,13,2,"Krishi Vigyan Kendra, | Research Sub Station, Berthin, | Distt. Bilaspur-174 029","Vice-Chancellor, | Ch. Sarwan Kumar Krishi Vishwavidylaya, | Palampur-176 062",2004 | SAU,2004,SAU
Himachal Pradesh,https://icar.org.in/en/node/15012,13,13,3,"Krishi Vigyan Kendra, | PO. & Teh. Kandaghat, | Distt. Solan-173215","Vice-Chancellor, | Dr. Y.S. Parmar University of Horticulture & Forestry, Solan Nauni-173 230",2004 | SAU,2004,SAU
Himachal Pradesh,https://icar.org.in/en/node/15012,13,13,4,"Krishi Vigyan Kendra, | Doonga Bazar, Kangra, | Distt. Kangra-176 001","Vice-Chancellor, | Ch. Sarwan Kumar Krishi Vishwavidylaya, | Palampur-176 062",2000 | SAU,2000,SAU
Himachal Pradesh,https://icar.org.in/en/node/15012,13,13,5,"Krishi Vigyan Kendra, | Kinnaur at Reckong Peo, | Distt. Kinnaur-172 107","Vice-Chancellor, | Dr. Y.S. Parmar University of Horticulture & Forestry, Solan Nauni-173 230",1995 | SAU,1995,SAU
Himachal Pradesh,https://icar.org.in/en/node/15012,13,13,6,"Krishi Vigyan Kendra, | Near Petrol Pump, Rohru, | Distt. Shimla-171 207","Vice-Chancellor, | Dr. Y.S. Parmar University of Horticulture & Forestry, Solan Nauni-173 230",1995 | SAU,1995,SAU
Himachal Pradesh,https://icar.org.in/en/node/15012,13,13,7,"Krishi Vigyan Kendra, | Rampur, | Distt. Una-174 303","Vice-Chancellor, | Ch. Sarwan Kumar Krishi Vishwavidylaya, | Palampur-176 062",1994 | SAU,1994,SAU
Himachal Pradesh,https://icar.org.in/en/node/15012,13,13,8,"Krishi Vigyan Kendra, | Sundernagar, | Distt. Mandi-174 402","Vice-Chancellor, | Ch. Sarwan Kumar Krishi Vishwavidylaya, | Palampur-176 062",1994 | SAU,1994,SAU
Himachal Pradesh,https://icar.org.in/en/node/15012,13,13,9,"Krishi Vigyan Kendra, | Chamba at Saru, VPO. Saru | Distt. Chamba-176 310","Vice-Chancellor, | Dr. Y.S. Parmar University of Horticulture & Forestry, Solan Nauni-173 230",1991 | SAU,1991,SAU
Himachal Pradesh,https://icar.org.in/en/node/15012,13,13,10,"Krishi Vigyan Kendra, | Hamirpur at Bara, | Distt. Hamirpur-177 044","Vice-Chancellor, | Ch. Sarwan Kumar Krishi Vishwavidylaya, | Palampur-176 062",1988 | SAU,1988,SAU
Himachal Pradesh,https://icar.org.in/en/node/15012,13,13,11,"Krishi Vigyan Kendra, | Bajaura, | Distt. Kullu-175 125","Vice-Chancellor, | Ch. Sarwan Kumar Krishi Vishwavidylaya, | Palampur-176 062",1985 | SAU,1985,SAU
Himachal Pradesh,https://icar.org.in/en/node/15012,13,13,12,"Krishi Vigyan Kendra, Regional Research Station, Dhaulakuan, | Distt. Sirmaur-173 001","Vice-Chancellor, | Ch. Sarwan Kumar Krishi Vishwavidylaya, | Palampur-176 062",1983 | SAU,1983,SAU
Himachal Pradesh,https://icar.org.in/en/node/15012,13,13,13,"Krishi Vigyan Kendra, Village Tabo,, | Lahaul & Spiti Distt. of Himachal Pradesh","Vice-Chancellor, | Dr. Y.S. Parmar University of Horticulture & Forestry,, | Solan Nauni-173 230",06.01.2017 | SAU,06.01.2017,SAU
Delhi,https://icar.org.in/en/node/15018,1,1,1,"Krishi Vigyan Kendra, | Ujwa, | New Delhi-110 073","Director, | NHRDF, Janakpuri, | New Delhi-110058",1995 | PSU,1995,PSU
Haryana,https://icar.org.in/en/node/15019,18,18,1,"Krishi Vigyan Kendra, | Govt. Seed Farm, | Distt. Fatehabad-125 050.","Vice-Chancellor, | CCS Haryana Agricultural University, | Hissar-125 004",2004 | SAU,2004,SAU
Haryana,https://icar.org.in/en/node/15019,18,18,2,"Krishi Vigyan Kendra, | Govt. Agricultural Farm, | Bir Sunarwala, | Distt. Jhajjar-124 103","Vice-Chancellor, | CCS Haryana Agricultural University, | Hissar-125 004",2004 | SAU,2004,SAU
Haryana,https://icar.org.in/en/node/15019,18,18,3,"Krishi Vigyan Kendra, | Govt. Seed Farm | Kohlawas, | Distt. Bhiwani-125 021","Vice-Chancellor, | CCS Haryana Agricultural University, | Hissar-125 004",2004 | SAU,2004,SAU
Haryana,https://icar.org.in/en/node/15019,18,18,4,"Krishi Vigyan Kendra, | Near Jat College, | Distt. Rohtak-124 001","Vice-Chancellor, | CCS Haryana Agricultural University, | Hissar-125 004",2002 | SAU,2002,SAU
Haryana,https://icar.org.in/en/node/15019,18,18,5,"Krishi Vigyan Kendra, | Tehsil Road | Distt. Sirsa-125 055","Vice-Chancellor, | CCS Haryana Agricultural University, | Hissar-125 004",2002 | SAU,2002,SAU
Haryana,https://icar.org.in/en/node/15019,18,18,6,"Krishi Vigyan Kendra, | Distt. Mahendergarh-123029","Vice-Chancellor, | CCS Haryana Agricultural University, | Hissar-125 004",2002 | SAU,2002,SAU
Haryana,https://icar.org.in/en/node/15019,18,18,7,"Krishi Vigyan Kendra, | Village Tepla, PO. Saha, | Distt. Ambala-133 104","President, | Society for Creation of Heaven on | Earth, R.K. Khanna Tennis Stadium, 2nd Floor, Romm No.1&2 Africa Avenue, New Delhi-110029",1995 | NGO,1995,NGO
Haryana,https://icar.org.in/en/node/15019,18,18,8,"Krishi Vigyan Kendra, | Vill. Ujha, PO. Risalu, | Distt. PanipAt.132 104","Vice-Chancellor, | CCS Haryana Agricultural University, | Hissar-125 004",1994 | SAU,1994,SAU
Haryana,https://icar.org.in/en/node/15019,18,18,9,"Krishi Vigyan Kendra, | New Peoda P.Box No.40, | Distt. Kaithal-136027","Vice-Chancellor, | CCS Haryana Agricultural University, | Hissar-125 004",1993 | SAU,1993,SAU
Haryana,https://icar.org.in/en/node/15019,18,18,10,"Krishi Vigyan Kendra, | Vill. Pandu Pindara, | Distt. Jind-126 102","Vice-Chancellor, | CCS Haryana Agricultural University, | Hissar-125 004",1992 | SAU,1992,SAU
Haryana,https://icar.org.in/en/node/15019,18,18,11,"Krishi Vigyan Kendra, | 430/13, Urban Estate, | Near Railway Station, | Distt. Kurukshetra-136 118","Vice-Chancellor, | CCS Haryana Agricultural University, | Hissar-125 004",1992 | SAU,1992,SAU
Haryana,https://icar.org.in/en/node/15019,18,18,12,"Krishi Vigyan Kendra, | Vill. Bhopani, PO. Bhaskola, Jasana Road, | Distt. Faridabad-121002","Vice-Chancellor, | CCS Haryana Agricultural University, | Hissar-125 004",1992 | SAU,1992,SAU
Haryana,https://icar.org.in/en/node/15019,18,18,13,"Krishi Vigyan Kendra, | Damla, | Distt. Yamunanagar-135 001","Vice-Chancellor, | CCS Haryana Agricultural University, | Hissar-125 004",1992 | SAU,1992,SAU
Haryana,https://icar.org.in/en/node/15019,18,18,14,"Krishi Vigyan Kendra, Jagdishpur, Rathdhana, Narela Road, PB No. 28, | Distt. SonipAt.131 001","Vice-Chancellor, | CCS Haryana Agricultural University, | Hissar-125 004",1992 | SAU,1992,SAU
Haryana,https://icar.org.in/en/node/15019,18,18,15,"Krishi Vigyan Kendra, | Mandi Adampur, Vill.Sadalpur, | Distt. Hisar-125 052","Vice-Chancellor, | CCS Haryana Agricultural University, | Hissar-125 004",1989 | SAU,1989,SAU
Haryana,https://icar.org.in/en/node/15019,18,18,16,"Krishi Vigyan Kendra, IARI, Shikohpur, | Distt. Gurgaon-122 001","Director, | IARI, Pusa, New Delhi-110012",1983 | ICAR,1983,ICAR
Haryana,https://icar.org.in/en/node/15019,18,18,17,"Krishi Vigyan Kendra, | Shri B.B. Ashram, Rampura, | Distt. Rewari-123 401","Secretary, | Bhagwat Bhakti Ashram, Rampura, | Rewari-123401",1983 | NGO,1983,NGO
Haryana,https://icar.org.in/en/node/15019,18,18,18,"Krishi Vigyan Kendra, | NDRI, | Distt. Karnal-132001","Director, | NDRI, Karnal-132001",1976 | ICAR,1976,ICAR
Rajasthan,https://icar.org.in/en/node/15020,47,47,1,"Krishi Vigyan Kendra, | Agricultural Research Station, | Rajasthan Agricultural University | Distt. Srigangangnagar-335 001","Vice-Chancellor, | Rajasthan Agricultural University, | Bikaner-334 001",2004 | SAU,2004,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,2,"Krishi Vigyan Kendra, | Near PNB Bank, Station road, | Hindon City, | Distt. Karauli-322 230","Vice-Chancellor, | Rajasthan Agricultural University, | Bikaner-334 001",2004 | SAU,2004,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,3,"Krishi Vigyan Kendra, | Khedla Khurd, Lalsot Road, | Distt. Dausa-303 303","Vice-Chancellor, | Rajasthan Agricultural University, | Bikaner-334 001",1994 | SAU,1994,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,4,"Krishi Vigyan Kendra, | Station Road, Anta, | Distt. Baran-325 502","Vice-Chancellor, | Maharana Pratap University of Agriculture and Technology, Udaipur-313 001",1994 | SAU,1994,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,5,"Krishi Vigyan Kendra, | Dhoinda, | Distt. Rajsamand-313342","Vice-Chancellor, | Maharana Pratap University of Agriculture and Technology, Udaipur-313 001",1994 | SAU,1994,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,6,"Krishi Vigyan Kendra, | Karmoda, | Distt. Sawai Madhopur-322001","Vice-Chancellor, | Rajasthan Agricultural University, | Bikaner-334 001",1992 | SAU,1992,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,7,"Krishi Vigyan Kendra, | Tabiji Farm, NH No.8, | Distt. Ajmer-305001","Vice-Chancellor, | Rajasthan Agricultural University, | Bikaner-334 001",1992 | SAU,1992,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,8,"Krishi Vigyan Kendra, | RIICO Industrial Area, | Distt. Dhoulpur-328 001","Vice-Chancellor, | Rajasthan Agricultural University, | Bikaner-334 001",1992 | SAU,1992,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,9,"Krishi Vigyan Kendra, | Navgaon, | Distt. Alwar-301 025","Vice-Chancellor, | Rajasthan Agricultural University, | Bikaner-334 001",1992 | SAU,1992,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,10,"Krishi Vigyan Kendra, | P.Box No.42, CAZRI Area, | Distt. Jaisalmer-345001","Vice-Chancellor, | Rajasthan Agricultural University, | Bikaner-334 001",1992 | SAU,1992,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,11,"Krishi Vigyan Kendra, | PO. No. 36, Athiyasan, | Distt. Nagaur-341 001","Vice-Chancellor, | Rajasthan Agricultural University, | Bikaner-334 001",1992 | SAU,1992,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,12,"Krishi Vigyan Kendra, | Badal Mahal, Shastri Colony, | Distt. Dungarpur-314 001","Vice-Chancellor, | Maharana Pratap University of Agriculture and Technology, Udaipur-313 001",1992 | SAU,1992,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,13,"Krishi Vigyan Kendra, | Rithola, | Distt. Chittorgarh-312001","Vice-Chancellor, | Maharana Pratap University of Agriculture and Technology, Udaipur-313 001",1992 | SAU,1992,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,14,"Krishi Vigyan Kendra, | PO. Borkhera Baran Road, | Distt. Kota-324001","Vice-Chancellor, | Maharana Pratap University of Agriculture and Technology, Udaipur-313 001",1992 | SAU,1992,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,15,"Krishi Vigyan Kendra, | P.Box. No.4 Nainwa Road, | Distt. Bundi-323 001","Vice-Chancellor, | Maharana Pratap University of Agriculture and Technology, Udaipur-313 001",1992 | SAU,1992,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,16,"Krishi Vigyan Kendra, | P.B. No.16, Kota Road, | Distt. Jhalawar-326001","Vice-Chancellor, | Maharana Pratap University of Agriculture and Technology, Udaipur-313 001",1992 | SAU,1992,SAU
Rajasthan,https://icar.org.in/en/node/15020,47,47,17,"Krishi Vigyan Kendra, | P.Box No.56 | Distt. Bhilwara-311001","Vice-Chancellor, | Maharana Pratap University of Agriculture and Technology, Udaipur-313 001",1992 | SAU,1992,SAU
